r,t,e,y,AnnualTechnologyEmission
REGION,LBYLFORCP01O,LBYREN,2029.0,7.6463
REGION,LBYLFORCP01O,LBYREN,2030.0,6.9512
REGION,LBYLFORCP01O,LBYREN,2031.0,6.2561
REGION,LBYLFORCP01O,LBYREN,2032.0,5.5609
REGION,LBYLFORCP01O,LBYREN,2033.0,4.8658
REGION,LBYLFORCP01O,LBYREN,2034.0,4.1707
REGION,LBYLFORCP01O,LBYREN,2035.0,3.4756
REGION,LBYLFORCP01O,LBYREN,2036.0,2.7805
REGION,LBYLFORCP01O,LBYREN,2037.0,2.0854
REGION,LBYLFORCP01O,LBYREN,2038.0,1.3902
REGION,LBYLFORCP01O,LBYREN,2039.0,0.6951
REGION,LBYLFORCP01O,LBYREN,2040.0,0.0
REGION,LBYLFOSALON1,LBYCO2,2040.0,0.0
REGION,LBYNGACCC01N,LBYCO2,2040.0,0.0
REGION,LBYNGACCC01N,LBYREN,2040.0,0.0
REGION,LBYNGACCP01N,LBYCO2,2023.0,0.0968
REGION,LBYNGACCP01N,LBYCO2,2024.0,1.4085
REGION,LBYNGACCP01N,LBYCO2,2025.0,2.601
REGION,LBYNGACCP01N,LBYCO2,2026.0,3.0974
REGION,LBYNGACCP01N,LBYCO2,2027.0,3.5888
REGION,LBYNGACCP01N,LBYCO2,2028.0,3.9818
REGION,LBYNGACCP01N,LBYCO2,2029.0,4.4011
REGION,LBYNGACCP01N,LBYCO2,2030.0,4.9464
REGION,LBYNGACCP01N,LBYCO2,2031.0,4.5642
REGION,LBYNGACCP01N,LBYCO2,2032.0,3.8231
REGION,LBYNGACCP01N,LBYCO2,2033.0,4.0119
REGION,LBYNGACCP01N,LBYCO2,2034.0,4.2018
REGION,LBYNGACCP01N,LBYCO2,2035.0,4.0982
REGION,LBYNGACCP01N,LBYCO2,2036.0,4.3579
REGION,LBYNGACCP01N,LBYCO2,2037.0,4.4417
REGION,LBYNGACCP01N,LBYCO2,2038.0,4.9526
REGION,LBYNGACCP01N,LBYCO2,2039.0,5.1426
REGION,LBYNGACCP01N,LBYCO2,2040.0,5.3618
REGION,LBYNGACCP01N,LBYREN,2023.0,0.9839
REGION,LBYNGACCP01N,LBYREN,2024.0,14.3237
REGION,LBYNGACCP01N,LBYREN,2025.0,26.4507
REGION,LBYNGACCP01N,LBYREN,2026.0,31.4989
REGION,LBYNGACCP01N,LBYREN,2027.0,36.4963
REGION,LBYNGACCP01N,LBYREN,2028.0,40.4926
REGION,LBYNGACCP01N,LBYREN,2029.0,44.7574
REGION,LBYNGACCP01N,LBYREN,2030.0,50.3024
REGION,LBYNGACCP01N,LBYREN,2031.0,46.4155
REGION,LBYNGACCP01N,LBYREN,2032.0,38.8794
REGION,LBYNGACCP01N,LBYREN,2033.0,40.7994
REGION,LBYNGACCP01N,LBYREN,2034.0,42.7302
REGION,LBYNGACCP01N,LBYREN,2035.0,41.6764
REGION,LBYNGACCP01N,LBYREN,2036.0,44.3178
REGION,LBYNGACCP01N,LBYREN,2037.0,45.1696
REGION,LBYNGACCP01N,LBYREN,2038.0,50.3656
REGION,LBYNGACCP01N,LBYREN,2039.0,52.2976
REGION,LBYNGACCP01N,LBYREN,2040.0,54.5266
REGION,LBYNGACCP01O,LBYCO2,2015.0,4.4661
REGION,LBYNGACCP01O,LBYCO2,2016.0,4.0134
REGION,LBYNGACCP01O,LBYCO2,2017.0,4.0625
REGION,LBYNGACCP01O,LBYCO2,2018.0,5.216
REGION,LBYNGACCP01O,LBYCO2,2019.0,4.7397
REGION,LBYNGACCP01O,LBYCO2,2020.0,5.1864
REGION,LBYNGACCP01O,LBYCO2,2021.0,6.1897
REGION,LBYNGACCP01O,LBYCO2,2022.0,6.7737
REGION,LBYNGACCP01O,LBYCO2,2023.0,6.3974
REGION,LBYNGACCP01O,LBYCO2,2024.0,6.0211
REGION,LBYNGACCP01O,LBYCO2,2025.0,5.6447
REGION,LBYNGACCP01O,LBYCO2,2026.0,5.2684
REGION,LBYNGACCP01O,LBYCO2,2027.0,4.8921
REGION,LBYNGACCP01O,LBYCO2,2028.0,4.5158
REGION,LBYNGACCP01O,LBYCO2,2029.0,4.1395
REGION,LBYNGACCP01O,LBYCO2,2030.0,3.507
REGION,LBYNGACCP01O,LBYCO2,2031.0,2.4063
REGION,LBYNGACCP01O,LBYCO2,2032.0,2.0906
REGION,LBYNGACCP01O,LBYCO2,2033.0,1.8293
REGION,LBYNGACCP01O,LBYCO2,2034.0,1.568
REGION,LBYNGACCP01O,LBYCO2,2035.0,1.3067
REGION,LBYNGACCP01O,LBYCO2,2036.0,1.0074
REGION,LBYNGACCP01O,LBYCO2,2037.0,0.7148
REGION,LBYNGACCP01O,LBYCO2,2038.0,0.1505
REGION,LBYNGACCP01O,LBYCO2,2039.0,0.0753
REGION,LBYNGACCP01O,LBYCO2,2040.0,0.0
REGION,LBYNGACCP01O,LBYREN,2015.0,0.0
REGION,LBYNGACCP01O,LBYREN,2016.0,0.0
REGION,LBYNGACCP01O,LBYREN,2017.0,0.0
REGION,LBYNGACCP01O,LBYREN,2018.0,0.0
REGION,LBYNGACCP01O,LBYREN,2019.0,0.0
REGION,LBYNGACCP01O,LBYREN,2020.0,0.0
REGION,LBYNGACCP01O,LBYREN,2021.0,62.9459
REGION,LBYNGACCP01O,LBYREN,2022.0,68.8849
REGION,LBYNGACCP01O,LBYREN,2023.0,65.058
REGION,LBYNGACCP01O,LBYREN,2024.0,61.2311
REGION,LBYNGACCP01O,LBYREN,2025.0,57.4041
REGION,LBYNGACCP01O,LBYREN,2026.0,53.5772
REGION,LBYNGACCP01O,LBYREN,2027.0,49.7502
REGION,LBYNGACCP01O,LBYREN,2028.0,45.9233
REGION,LBYNGACCP01O,LBYREN,2029.0,42.0963
REGION,LBYNGACCP01O,LBYREN,2030.0,35.6643
REGION,LBYNGACCP01O,LBYREN,2031.0,24.4712
REGION,LBYNGACCP01O,LBYREN,2032.0,21.2608
REGION,LBYNGACCP01O,LBYREN,2033.0,18.6032
REGION,LBYNGACCP01O,LBYREN,2034.0,15.9456
REGION,LBYNGACCP01O,LBYREN,2035.0,13.288
REGION,LBYNGACCP01O,LBYREN,2036.0,10.2447
REGION,LBYNGACCP01O,LBYREN,2037.0,7.2692
REGION,LBYNGACCP01O,LBYREN,2038.0,1.5308
REGION,LBYNGACCP01O,LBYREN,2039.0,0.7654
REGION,LBYNGACCP01O,LBYREN,2040.0,0.0
REGION,LBYNGAGCP01N,LBYCO2,2037.0,0.0096
REGION,LBYNGAGCP01N,LBYCO2,2038.0,0.0278
REGION,LBYNGAGCP01N,LBYCO2,2039.0,0.0278
REGION,LBYNGAGCP01N,LBYCO2,2040.0,0.0278
REGION,LBYNGAGCP01N,LBYREN,2037.0,0.0597
REGION,LBYNGAGCP01N,LBYREN,2038.0,0.1733
REGION,LBYNGAGCP01N,LBYREN,2039.0,0.1733
REGION,LBYNGAGCP01N,LBYREN,2040.0,0.1733
REGION,LBYNGAGCP01O,LBYCO2,2015.0,2.6041
REGION,LBYNGAGCP01O,LBYCO2,2016.0,2.6041
REGION,LBYNGAGCP01O,LBYCO2,2017.0,2.6041
REGION,LBYNGAGCP01O,LBYCO2,2018.0,2.6041
REGION,LBYNGAGCP01O,LBYCO2,2019.0,2.6041
REGION,LBYNGAGCP01O,LBYCO2,2020.0,2.6041
REGION,LBYNGAGCP01O,LBYCO2,2021.0,2.4739
REGION,LBYNGAGCP01O,LBYCO2,2022.0,2.3437
REGION,LBYNGAGCP01O,LBYCO2,2023.0,2.2135
REGION,LBYNGAGCP01O,LBYCO2,2024.0,2.0833
REGION,LBYNGAGCP01O,LBYCO2,2025.0,1.9531
REGION,LBYNGAGCP01O,LBYCO2,2026.0,1.8229
REGION,LBYNGAGCP01O,LBYCO2,2027.0,1.6927
REGION,LBYNGAGCP01O,LBYCO2,2028.0,1.5625
REGION,LBYNGAGCP01O,LBYCO2,2029.0,1.4323
REGION,LBYNGAGCP01O,LBYCO2,2030.0,1.3021
REGION,LBYNGAGCP01O,LBYCO2,2031.0,1.1719
REGION,LBYNGAGCP01O,LBYCO2,2032.0,1.0416
REGION,LBYNGAGCP01O,LBYCO2,2033.0,0.9114
REGION,LBYNGAGCP01O,LBYCO2,2034.0,0.7812
REGION,LBYNGAGCP01O,LBYCO2,2035.0,0.651
REGION,LBYNGAGCP01O,LBYCO2,2036.0,0.5208
REGION,LBYNGAGCP01O,LBYCO2,2037.0,0.3906
REGION,LBYNGAGCP01O,LBYCO2,2038.0,0.2604
REGION,LBYNGAGCP01O,LBYCO2,2039.0,0.1302
REGION,LBYNGAGCP01O,LBYCO2,2040.0,0.0
REGION,LBYNGAGCP01O,LBYREN,2015.0,0.0
REGION,LBYNGAGCP01O,LBYREN,2016.0,0.0
REGION,LBYNGAGCP01O,LBYREN,2017.0,0.0
REGION,LBYNGAGCP01O,LBYREN,2018.0,0.0
REGION,LBYNGAGCP01O,LBYREN,2019.0,0.0
REGION,LBYNGAGCP01O,LBYREN,2020.0,0.0
REGION,LBYNGAGCP01O,LBYREN,2021.0,15.4351
REGION,LBYNGAGCP01O,LBYREN,2022.0,14.6227
REGION,LBYNGAGCP01O,LBYREN,2023.0,13.8104
REGION,LBYNGAGCP01O,LBYREN,2024.0,12.998
REGION,LBYNGAGCP01O,LBYREN,2025.0,12.1856
REGION,LBYNGAGCP01O,LBYREN,2026.0,11.3732
REGION,LBYNGAGCP01O,LBYREN,2027.0,10.5609
REGION,LBYNGAGCP01O,LBYREN,2028.0,9.7485
REGION,LBYNGAGCP01O,LBYREN,2029.0,8.9361
REGION,LBYNGAGCP01O,LBYREN,2030.0,8.1237
REGION,LBYNGAGCP01O,LBYREN,2031.0,7.3114
REGION,LBYNGAGCP01O,LBYREN,2032.0,6.499
REGION,LBYNGAGCP01O,LBYREN,2033.0,5.6866
REGION,LBYNGAGCP01O,LBYREN,2034.0,4.8742
REGION,LBYNGAGCP01O,LBYREN,2035.0,4.0619
REGION,LBYNGAGCP01O,LBYREN,2036.0,3.2495
REGION,LBYNGAGCP01O,LBYREN,2037.0,2.4371
REGION,LBYNGAGCP01O,LBYREN,2038.0,1.6247
REGION,LBYNGAGCP01O,LBYREN,2039.0,0.8124
REGION,LBYNGAGCP01O,LBYREN,2040.0,0.0
REGION,LBYSOLCNP01X,LBYCO2,2040.0,0.0
REGION,LBYSOLCNP01X,LBYREN,2040.0,0.0
REGION,LBYSOLCSP01X,LBYCO2,2040.0,0.0
REGION,LBYSOLCSP01X,LBYREN,2040.0,0.0
REGION,LBYSOLMGRID1,LBYCO2,2040.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2020.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2021.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2022.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2023.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2024.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2025.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2026.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2027.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2028.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2029.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2030.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2031.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2032.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2033.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2034.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2035.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2036.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2037.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2038.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2039.0,0.0
REGION,LBYSOLPRP00X,LBYCO2,2040.0,0.0
REGION,LBYSOLPRP00X,LBYREN,2020.0,0.0
REGION,LBYSOLPRP00X,LBYREN,2021.0,-58.8719
REGION,LBYSOLPRP00X,LBYREN,2022.0,-88.3079
REGION,LBYSOLPRP00X,LBYREN,2023.0,-117.7439
REGION,LBYSOLPRP00X,LBYREN,2024.0,-147.1799
REGION,LBYSOLPRP00X,LBYREN,2025.0,-176.6158
REGION,LBYSOLPRP00X,LBYREN,2026.0,-206.0518
REGION,LBYSOLPRP00X,LBYREN,2027.0,-235.4878
REGION,LBYSOLPRP00X,LBYREN,2028.0,-264.9237
REGION,LBYSOLPRP00X,LBYREN,2029.0,-294.3597
REGION,LBYSOLPRP00X,LBYREN,2030.0,-323.7957
REGION,LBYSOLPRP00X,LBYREN,2031.0,-412.1036
REGION,LBYSOLPRP00X,LBYREN,2032.0,-463.5383
REGION,LBYSOLPRP00X,LBYREN,2033.0,-463.5383
REGION,LBYSOLPRP00X,LBYREN,2034.0,-463.5383
REGION,LBYSOLPRP00X,LBYREN,2035.0,-502.6733
REGION,LBYSOLPRP00X,LBYREN,2036.0,-500.8247
REGION,LBYSOLPRP00X,LBYREN,2037.0,-504.3192
REGION,LBYSOLPRP00X,LBYREN,2038.0,-493.5406
REGION,LBYSOLPRP00X,LBYREN,2039.0,-499.1339
REGION,LBYSOLPRP00X,LBYREN,2040.0,-509.8966
REGION,LBYSOLPRSAL1,LBYCO2,2040.0,0.0
REGION,LBYSOLPRSAL2,LBYCO2,2040.0,0.0
REGION,LBYSOLPRSAL3,LBYCO2,2040.0,0.0
REGION,LBYSOLPRSAL4,LBYCO2,2040.0,0.0
REGION,LBYSOLPRSAL5,LBYCO2,2040.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2020.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2021.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2022.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2023.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2024.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2025.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2026.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2027.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2028.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2029.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2030.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2031.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2032.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2033.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2034.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2035.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2036.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2037.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2038.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2039.0,0.0
REGION,LBYSOLPSP00X,LBYCO2,2040.0,0.0
REGION,LBYSOLPSP00X,LBYREN,2020.0,0.0
REGION,LBYSOLPSP00X,LBYREN,2021.0,-43.6272
REGION,LBYSOLPSP00X,LBYREN,2022.0,-65.4408
REGION,LBYSOLPSP00X,LBYREN,2023.0,-87.2543
REGION,LBYSOLPSP00X,LBYREN,2024.0,-109.0679
REGION,LBYSOLPSP00X,LBYREN,2025.0,-130.8815
REGION,LBYSOLPSP00X,LBYREN,2026.0,-152.6951
REGION,LBYSOLPSP00X,LBYREN,2027.0,-174.5087
REGION,LBYSOLPSP00X,LBYREN,2028.0,-196.3223
REGION,LBYSOLPSP00X,LBYREN,2029.0,-218.1359
REGION,LBYSOLPSP00X,LBYREN,2030.0,-239.9494
REGION,LBYSOLPSP00X,LBYREN,2031.0,-283.5766
REGION,LBYSOLPSP00X,LBYREN,2032.0,-327.2038
REGION,LBYSOLPSP00X,LBYREN,2033.0,-370.831
REGION,LBYSOLPSP00X,LBYREN,2034.0,-414.4581
REGION,LBYSOLPSP00X,LBYREN,2035.0,-457.0758
REGION,LBYSOLPSP00X,LBYREN,2036.0,-499.85
REGION,LBYSOLPSP00X,LBYREN,2037.0,-537.2719
REGION,LBYSOLPSP00X,LBYREN,2038.0,-588.9668
REGION,LBYSOLPSP00X,LBYREN,2039.0,-614.0748
REGION,LBYSOLPSP00X,LBYREN,2040.0,-635.8884
REGION,LBYSOLPUP00X,LBYCO2,2015.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2016.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2017.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2018.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2019.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2020.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2021.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2022.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2023.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2024.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2025.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2026.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2027.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2028.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2029.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2030.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2031.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2032.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2033.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2034.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2035.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2036.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2037.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2038.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2039.0,0.0
REGION,LBYSOLPUP00X,LBYCO2,2040.0,0.0
REGION,LBYSOLPUP00X,LBYREN,2015.0,0.0
REGION,LBYSOLPUP00X,LBYREN,2016.0,0.0
REGION,LBYSOLPUP00X,LBYREN,2017.0,0.0
REGION,LBYSOLPUP00X,LBYREN,2018.0,0.0
REGION,LBYSOLPUP00X,LBYREN,2019.0,0.0
REGION,LBYSOLPUP00X,LBYREN,2020.0,0.0
REGION,LBYSOLPUP00X,LBYREN,2021.0,-0.2649
REGION,LBYSOLPUP00X,LBYREN,2022.0,-0.2502
REGION,LBYSOLPUP00X,LBYREN,2023.0,-0.2355
REGION,LBYSOLPUP00X,LBYREN,2024.0,-0.2208
REGION,LBYSOLPUP00X,LBYREN,2025.0,-0.2061
REGION,LBYSOLPUP00X,LBYREN,2026.0,-0.1913
REGION,LBYSOLPUP00X,LBYREN,2027.0,-0.1766
REGION,LBYSOLPUP00X,LBYREN,2028.0,-8.7659
REGION,LBYSOLPUP00X,LBYREN,2029.0,-8.7512
REGION,LBYSOLPUP00X,LBYREN,2030.0,-8.7365
REGION,LBYSOLPUP00X,LBYREN,2031.0,-8.7218
REGION,LBYSOLPUP00X,LBYREN,2032.0,-8.707
REGION,LBYSOLPUP00X,LBYREN,2033.0,-8.6923
REGION,LBYSOLPUP00X,LBYREN,2034.0,-8.6776
REGION,LBYSOLPUP00X,LBYREN,2035.0,-8.6629
REGION,LBYSOLPUP00X,LBYREN,2036.0,-8.6482
REGION,LBYSOLPUP00X,LBYREN,2037.0,-8.6334
REGION,LBYSOLPUP00X,LBYREN,2038.0,-8.6187
REGION,LBYSOLPUP00X,LBYREN,2039.0,-8.604
REGION,LBYSOLPUP00X,LBYREN,2040.0,-8.604
REGION,LBYURNPWP01N,LBYCO2,2040.0,0.0
REGION,LBYURNPWP01N,LBYREN,2040.0,0.0
REGION,LBYURNPWP01O,LBYCO2,2040.0,0.0
REGION,LBYURNPWP01O,LBYREN,2040.0,0.0
REGION,LBYWINOFP00X,LBYCO2,2040.0,0.0
REGION,LBYWINOFP00X,LBYREN,2040.0,0.0
REGION,LBYWINONP00X,LBYCO2,2021.0,0.0004
REGION,LBYWINONP00X,LBYCO2,2022.0,0.0007
REGION,LBYWINONP00X,LBYCO2,2023.0,0.0011
REGION,LBYWINONP00X,LBYCO2,2024.0,0.0014
REGION,LBYWINONP00X,LBYCO2,2025.0,0.0018
REGION,LBYWINONP00X,LBYCO2,2026.0,0.0022
REGION,LBYWINONP00X,LBYCO2,2027.0,0.0025
REGION,LBYWINONP00X,LBYCO2,2028.0,0.0029
REGION,LBYWINONP00X,LBYCO2,2029.0,0.0032
REGION,LBYWINONP00X,LBYCO2,2030.0,0.0036
REGION,LBYWINONP00X,LBYCO2,2031.0,0.0054
REGION,LBYWINONP00X,LBYCO2,2032.0,0.0072
REGION,LBYWINONP00X,LBYCO2,2033.0,0.0084
REGION,LBYWINONP00X,LBYCO2,2034.0,0.0096
REGION,LBYWINONP00X,LBYCO2,2035.0,0.01
REGION,LBYWINONP00X,LBYCO2,2036.0,0.0114
REGION,LBYWINONP00X,LBYCO2,2037.0,0.0128
REGION,LBYWINONP00X,LBYCO2,2038.0,0.0141
REGION,LBYWINONP00X,LBYCO2,2039.0,0.0155
REGION,LBYWINONP00X,LBYCO2,2040.0,0.0169
REGION,LBYWINONP00X,LBYREN,2021.0,-10.6038
REGION,LBYWINONP00X,LBYREN,2022.0,-21.2077
REGION,LBYWINONP00X,LBYREN,2023.0,-31.8115
REGION,LBYWINONP00X,LBYREN,2024.0,-42.4154
REGION,LBYWINONP00X,LBYREN,2025.0,-53.0192
REGION,LBYWINONP00X,LBYREN,2026.0,-63.6231
REGION,LBYWINONP00X,LBYREN,2027.0,-74.2269
REGION,LBYWINONP00X,LBYREN,2028.0,-84.8307
REGION,LBYWINONP00X,LBYREN,2029.0,-95.4346
REGION,LBYWINONP00X,LBYREN,2030.0,-106.0384
REGION,LBYWINONP00X,LBYREN,2031.0,-159.0576
REGION,LBYWINONP00X,LBYREN,2032.0,-210.8139
REGION,LBYWINONP00X,LBYREN,2033.0,-246.5626
REGION,LBYWINONP00X,LBYREN,2034.0,-282.0493
REGION,LBYWINONP00X,LBYREN,2035.0,-294.2967
REGION,LBYWINONP00X,LBYREN,2036.0,-335.0679
REGION,LBYWINONP00X,LBYREN,2037.0,-375.8391
REGION,LBYWINONP00X,LBYREN,2038.0,-416.6104
REGION,LBYWINONP00X,LBYREN,2039.0,-457.3816
REGION,LBYWINONP00X,LBYREN,2040.0,-498.1519
REGION,LSOBIOCHC01N,LSOCO2,2040.0,0.0
REGION,LSOBIOCHP01N,LSOCO2,2040.0,0.0
REGION,LSOBIOCHP01O,LSOCO2,2040.0,0.0
REGION,LSOCOASCC01N,LSOCO2,2040.0,0.0
REGION,LSOCOASCP01N,LSOCO2,2040.0,0.0
REGION,LSOCOASCP01O,LSOCO2,2040.0,0.0
REGION,LSOHFOGCP01N,LSOCO2,2040.0,0.0
REGION,LSOHFOGCP01O,LSOCO2,2015.0,0.0011
REGION,LSOHFOGCP01O,LSOCO2,2016.0,0.0011
REGION,LSOHFOGCP01O,LSOCO2,2017.0,0.0011
REGION,LSOHFOGCP01O,LSOCO2,2018.0,0.0011
REGION,LSOHFOGCP01O,LSOCO2,2019.0,0.0011
REGION,LSOHFOGCP01O,LSOCO2,2020.0,0.0011
REGION,LSOHFOGCP01O,LSOCO2,2021.0,0.001
REGION,LSOHFOGCP01O,LSOCO2,2022.0,0.001
REGION,LSOHFOGCP01O,LSOCO2,2023.0,0.0009
REGION,LSOHFOGCP01O,LSOCO2,2024.0,0.0009
REGION,LSOHFOGCP01O,LSOCO2,2025.0,0.0011
REGION,LSOHFOGCP01O,LSOCO2,2026.0,0.0008
REGION,LSOHFOGCP01O,LSOCO2,2027.0,0.0007
REGION,LSOHFOGCP01O,LSOCO2,2028.0,0.0007
REGION,LSOHFOGCP01O,LSOCO2,2029.0,0.0006
REGION,LSOHFOGCP01O,LSOCO2,2030.0,0.0005
REGION,LSOHFOGCP01O,LSOCO2,2031.0,0.0005
REGION,LSOHFOGCP01O,LSOCO2,2032.0,0.0004
REGION,LSOHFOGCP01O,LSOCO2,2033.0,0.0004
REGION,LSOHFOGCP01O,LSOCO2,2034.0,0.0003
REGION,LSOHFOGCP01O,LSOCO2,2035.0,0.0003
REGION,LSOHFOGCP01O,LSOCO2,2036.0,0.0002
REGION,LSOHFOGCP01O,LSOCO2,2037.0,0.0002
REGION,LSOHFOGCP01O,LSOCO2,2038.0,0.0001
REGION,LSOHFOGCP01O,LSOCO2,2039.0,0.0001
REGION,LSOHFOGCP01O,LSOCO2,2040.0,0.0
REGION,LSOHYDLSP00X,LSOCO2,2023.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2024.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2025.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2026.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2027.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2028.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2029.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2030.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2031.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2032.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2033.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2034.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2035.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2036.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2037.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2038.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2039.0,0.0017
REGION,LSOHYDLSP00X,LSOCO2,2040.0,0.0017
REGION,LSOHYDMSP00X,LSOCO2,2015.0,0.0004
REGION,LSOHYDMSP00X,LSOCO2,2016.0,0.0004
REGION,LSOHYDMSP00X,LSOCO2,2017.0,0.0004
REGION,LSOHYDMSP00X,LSOCO2,2018.0,0.0004
REGION,LSOHYDMSP00X,LSOCO2,2019.0,0.0004
REGION,LSOHYDMSP00X,LSOCO2,2020.0,0.0004
REGION,LSOHYDMSP00X,LSOCO2,2021.0,0.0004
REGION,LSOHYDMSP00X,LSOCO2,2022.0,0.0004
REGION,LSOHYDMSP00X,LSOCO2,2023.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2024.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2025.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2026.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2027.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2028.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2029.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2030.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2031.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2032.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2033.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2034.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2035.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2036.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2037.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2038.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2039.0,0.0005
REGION,LSOHYDMSP00X,LSOCO2,2040.0,0.0005
REGION,LSOHYDSSP00X,LSOCO2,2015.0,0.0
REGION,LSOHYDSSP00X,LSOCO2,2016.0,0.0
REGION,LSOHYDSSP00X,LSOCO2,2017.0,0.0
REGION,LSOHYDSSP00X,LSOCO2,2018.0,0.0
