r,t,e,y,AnnualTechnologyEmission
REGION,SLEBIOCHC01N,SLEREN,2040.0,0.0
REGION,SLEBIOCHP01N,SLECO2,2038.0,0.0096
REGION,SLEBIOCHP01N,SLECO2,2039.0,0.0687
REGION,SLEBIOCHP01N,SLECO2,2040.0,0.1529
REGION,SLEBIOCHP01N,SLEREN,2038.0,-1.1076
REGION,SLEBIOCHP01N,SLEREN,2039.0,-7.9364
REGION,SLEBIOCHP01N,SLEREN,2040.0,-17.66
REGION,SLEBIOCHP01O,SLECO2,2018.0,0.0042
REGION,SLEBIOCHP01O,SLECO2,2019.0,0.0042
REGION,SLEBIOCHP01O,SLECO2,2020.0,0.0042
REGION,SLEBIOCHP01O,SLECO2,2021.0,0.0039
REGION,SLEBIOCHP01O,SLECO2,2022.0,0.0037
REGION,SLEBIOCHP01O,SLECO2,2023.0,0.0035
REGION,SLEBIOCHP01O,SLECO2,2024.0,0.0033
REGION,SLEBIOCHP01O,SLECO2,2025.0,0.0021
REGION,SLEBIOCHP01O,SLECO2,2026.0,0.0019
REGION,SLEBIOCHP01O,SLECO2,2027.0,0.0017
REGION,SLEBIOCHP01O,SLECO2,2028.0,0.0015
REGION,SLEBIOCHP01O,SLECO2,2029.0,0.0012
REGION,SLEBIOCHP01O,SLECO2,2030.0,0.001
REGION,SLEBIOCHP01O,SLECO2,2031.0,0.0008
REGION,SLEBIOCHP01O,SLECO2,2032.0,0.0006
REGION,SLEBIOCHP01O,SLECO2,2033.0,0.0004
REGION,SLEBIOCHP01O,SLECO2,2034.0,0.0002
REGION,SLEBIOCHP01O,SLECO2,2040.0,0.0
REGION,SLEBIOCHP01O,SLEREN,2018.0,0.0
REGION,SLEBIOCHP01O,SLEREN,2019.0,0.0
REGION,SLEBIOCHP01O,SLEREN,2020.0,0.0
REGION,SLEBIOCHP01O,SLEREN,2021.0,-0.969
REGION,SLEBIOCHP01O,SLEREN,2022.0,-0.8386
REGION,SLEBIOCHP01O,SLEREN,2023.0,-0.7253
REGION,SLEBIOCHP01O,SLEREN,2024.0,-0.6265
REGION,SLEBIOCHP01O,SLEREN,2025.0,-0.36
REGION,SLEBIOCHP01O,SLEREN,2026.0,-0.2983
REGION,SLEBIOCHP01O,SLEREN,2027.0,-0.2444
REGION,SLEBIOCHP01O,SLEREN,2028.0,-0.1972
REGION,SLEBIOCHP01O,SLEREN,2029.0,-0.156
REGION,SLEBIOCHP01O,SLEREN,2030.0,-0.12
REGION,SLEBIOCHP01O,SLEREN,2031.0,-0.096
REGION,SLEBIOCHP01O,SLEREN,2032.0,-0.072
REGION,SLEBIOCHP01O,SLEREN,2033.0,-0.048
REGION,SLEBIOCHP01O,SLEREN,2034.0,-0.024
REGION,SLEBIOCHP01O,SLEREN,2040.0,0.0
REGION,SLECOASCC01N,SLECO2,2040.0,0.0
REGION,SLECOASCC01N,SLEREN,2040.0,0.0
REGION,SLECOASCP01N,SLECO2,2028.0,0.199
REGION,SLECOASCP01N,SLECO2,2029.0,0.199
REGION,SLECOASCP01N,SLECO2,2030.0,0.199
REGION,SLECOASCP01N,SLECO2,2031.0,1.1173
REGION,SLECOASCP01N,SLECO2,2032.0,2.0505
REGION,SLECOASCP01N,SLECO2,2033.0,3.2107
REGION,SLECOASCP01N,SLECO2,2034.0,4.9099
REGION,SLECOASCP01N,SLECO2,2035.0,6.5427
REGION,SLECOASCP01N,SLECO2,2036.0,7.3869
REGION,SLECOASCP01N,SLECO2,2037.0,8.7101
REGION,SLECOASCP01N,SLECO2,2038.0,11.6058
REGION,SLECOASCP01N,SLECO2,2039.0,14.782
REGION,SLECOASCP01N,SLECO2,2040.0,19.337
REGION,SLECOASCP01N,SLEREN,2028.0,0.7694
REGION,SLECOASCP01N,SLEREN,2029.0,0.7694
REGION,SLECOASCP01N,SLEREN,2030.0,0.7694
REGION,SLECOASCP01N,SLEREN,2031.0,4.3203
REGION,SLECOASCP01N,SLEREN,2032.0,7.9288
REGION,SLECOASCP01N,SLEREN,2033.0,12.4154
REGION,SLECOASCP01N,SLEREN,2034.0,18.9856
REGION,SLECOASCP01N,SLEREN,2035.0,25.2994
REGION,SLECOASCP01N,SLEREN,2036.0,28.5639
REGION,SLECOASCP01N,SLEREN,2037.0,33.6803
REGION,SLECOASCP01N,SLEREN,2038.0,44.8774
REGION,SLECOASCP01N,SLEREN,2039.0,57.1593
REGION,SLECOASCP01N,SLEREN,2040.0,74.7725
REGION,SLECOASCP01O,SLECO2,2040.0,0.0
REGION,SLECOASCP01O,SLEREN,2040.0,0.0
REGION,SLEHFOGCP01N,SLECO2,2018.0,0.0317
REGION,SLEHFOGCP01N,SLECO2,2019.0,0.0406
REGION,SLEHFOGCP01N,SLECO2,2020.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2021.0,0.038
REGION,SLEHFOGCP01N,SLECO2,2022.0,0.0351
REGION,SLEHFOGCP01N,SLECO2,2023.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2024.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2025.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2026.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2027.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2028.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2029.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2030.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2031.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2032.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2033.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2034.0,0.0432
REGION,SLEHFOGCP01N,SLECO2,2035.0,0.03
REGION,SLEHFOGCP01N,SLECO2,2036.0,0.03
REGION,SLEHFOGCP01N,SLECO2,2037.0,0.03
REGION,SLEHFOGCP01N,SLECO2,2038.0,0.0225
REGION,SLEHFOGCP01N,SLECO2,2039.0,0.0225
REGION,SLEHFOGCP01N,SLECO2,2040.0,0.0225
REGION,SLEHFOGCP01N,SLEREN,2018.0,0.0
REGION,SLEHFOGCP01N,SLEREN,2019.0,0.0
REGION,SLEHFOGCP01N,SLEREN,2020.0,0.0
REGION,SLEHFOGCP01N,SLEREN,2021.0,0.2021
REGION,SLEHFOGCP01N,SLEREN,2022.0,0.1865
REGION,SLEHFOGCP01N,SLEREN,2023.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2024.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2025.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2026.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2027.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2028.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2029.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2030.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2031.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2032.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2033.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2034.0,0.2299
REGION,SLEHFOGCP01N,SLEREN,2035.0,0.1597
REGION,SLEHFOGCP01N,SLEREN,2036.0,0.1597
REGION,SLEHFOGCP01N,SLEREN,2037.0,0.1597
REGION,SLEHFOGCP01N,SLEREN,2038.0,0.1194
REGION,SLEHFOGCP01N,SLEREN,2039.0,0.1194
REGION,SLEHFOGCP01N,SLEREN,2040.0,0.1194
REGION,SLEHFOGCP01O,SLECO2,2015.0,0.1011
REGION,SLEHFOGCP01O,SLECO2,2016.0,0.1011
REGION,SLEHFOGCP01O,SLECO2,2017.0,0.1011
REGION,SLEHFOGCP01O,SLECO2,2018.0,0.3719
REGION,SLEHFOGCP01O,SLECO2,2019.0,0.474
REGION,SLEHFOGCP01O,SLECO2,2020.0,0.5053
REGION,SLEHFOGCP01O,SLECO2,2021.0,0.4494
REGION,SLEHFOGCP01O,SLECO2,2022.0,0.4548
REGION,SLEHFOGCP01O,SLECO2,2023.0,0.4295
REGION,SLEHFOGCP01O,SLECO2,2024.0,0.4043
REGION,SLEHFOGCP01O,SLECO2,2025.0,0.379
REGION,SLEHFOGCP01O,SLECO2,2026.0,0.3537
REGION,SLEHFOGCP01O,SLECO2,2027.0,0.3285
REGION,SLEHFOGCP01O,SLECO2,2028.0,0.3032
REGION,SLEHFOGCP01O,SLECO2,2029.0,0.2779
REGION,SLEHFOGCP01O,SLECO2,2030.0,0.2527
REGION,SLEHFOGCP01O,SLECO2,2031.0,0.2274
REGION,SLEHFOGCP01O,SLECO2,2032.0,0.2021
REGION,SLEHFOGCP01O,SLECO2,2033.0,0.1769
REGION,SLEHFOGCP01O,SLECO2,2034.0,0.1516
REGION,SLEHFOGCP01O,SLECO2,2035.0,0.0877
REGION,SLEHFOGCP01O,SLECO2,2036.0,0.0702
REGION,SLEHFOGCP01O,SLECO2,2037.0,0.0526
REGION,SLEHFOGCP01O,SLECO2,2038.0,0.0262
REGION,SLEHFOGCP01O,SLECO2,2039.0,0.0131
REGION,SLEHFOGCP01O,SLECO2,2040.0,0.0
REGION,SLEHFOGCP01O,SLEREN,2015.0,0.0
REGION,SLEHFOGCP01O,SLEREN,2016.0,0.0
REGION,SLEHFOGCP01O,SLEREN,2017.0,0.0
REGION,SLEHFOGCP01O,SLEREN,2018.0,0.0
REGION,SLEHFOGCP01O,SLEREN,2019.0,0.0
REGION,SLEHFOGCP01O,SLEREN,2020.0,0.0
REGION,SLEHFOGCP01O,SLEREN,2021.0,2.3895
REGION,SLEHFOGCP01O,SLEREN,2022.0,2.4183
REGION,SLEHFOGCP01O,SLEREN,2023.0,2.284
REGION,SLEHFOGCP01O,SLEREN,2024.0,2.1496
REGION,SLEHFOGCP01O,SLEREN,2025.0,2.0153
REGION,SLEHFOGCP01O,SLEREN,2026.0,1.8809
REGION,SLEHFOGCP01O,SLEREN,2027.0,1.7466
REGION,SLEHFOGCP01O,SLEREN,2028.0,1.6122
REGION,SLEHFOGCP01O,SLEREN,2029.0,1.4779
REGION,SLEHFOGCP01O,SLEREN,2030.0,1.3435
REGION,SLEHFOGCP01O,SLEREN,2031.0,1.2092
REGION,SLEHFOGCP01O,SLEREN,2032.0,1.0748
REGION,SLEHFOGCP01O,SLEREN,2033.0,0.9405
REGION,SLEHFOGCP01O,SLEREN,2034.0,0.8061
REGION,SLEHFOGCP01O,SLEREN,2035.0,0.4665
REGION,SLEHFOGCP01O,SLEREN,2036.0,0.3732
REGION,SLEHFOGCP01O,SLEREN,2037.0,0.2799
REGION,SLEHFOGCP01O,SLEREN,2038.0,0.1396
REGION,SLEHFOGCP01O,SLEREN,2039.0,0.0698
REGION,SLEHFOGCP01O,SLEREN,2040.0,0.0
REGION,SLEHYDLSP00X,SLECO2,2040.0,0.0
REGION,SLEHYDLSP00X,SLEREN,2040.0,0.0
REGION,SLEHYDMSP00X,SLECO2,2015.0,0.0
REGION,SLEHYDMSP00X,SLECO2,2016.0,0.0
REGION,SLEHYDMSP00X,SLECO2,2017.0,0.0002
REGION,SLEHYDMSP00X,SLECO2,2018.0,0.0002
REGION,SLEHYDMSP00X,SLECO2,2019.0,0.0002
REGION,SLEHYDMSP00X,SLECO2,2020.0,0.0002
REGION,SLEHYDMSP00X,SLECO2,2021.0,0.0002
REGION,SLEHYDMSP00X,SLECO2,2022.0,0.0002
REGION,SLEHYDMSP00X,SLECO2,2023.0,0.0003
REGION,SLEHYDMSP00X,SLECO2,2024.0,0.0016
REGION,SLEHYDMSP00X,SLECO2,2025.0,0.0024
REGION,SLEHYDMSP00X,SLECO2,2026.0,0.0038
REGION,SLEHYDMSP00X,SLECO2,2027.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2028.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2029.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2030.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2031.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2032.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2033.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2034.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2035.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2036.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2037.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2038.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2039.0,0.0049
REGION,SLEHYDMSP00X,SLECO2,2040.0,0.0049
REGION,SLEHYDMSP00X,SLEREN,2015.0,0.0
REGION,SLEHYDMSP00X,SLEREN,2016.0,0.0
REGION,SLEHYDMSP00X,SLEREN,2017.0,0.0
REGION,SLEHYDMSP00X,SLEREN,2018.0,0.0
REGION,SLEHYDMSP00X,SLEREN,2019.0,0.0
REGION,SLEHYDMSP00X,SLEREN,2020.0,0.0
REGION,SLEHYDMSP00X,SLEREN,2021.0,-1.5916
REGION,SLEHYDMSP00X,SLEREN,2022.0,-1.4539
REGION,SLEHYDMSP00X,SLEREN,2023.0,-1.5075
REGION,SLEHYDMSP00X,SLEREN,2024.0,-8.0379
REGION,SLEHYDMSP00X,SLEREN,2025.0,-10.8779
REGION,SLEHYDMSP00X,SLEREN,2026.0,-15.8024
REGION,SLEHYDMSP00X,SLEREN,2027.0,-19.0649
REGION,SLEHYDMSP00X,SLEREN,2028.0,-17.5847
REGION,SLEHYDMSP00X,SLEREN,2029.0,-16.2279
REGION,SLEHYDMSP00X,SLEREN,2030.0,-14.9796
REGION,SLEHYDMSP00X,SLEREN,2031.0,-14.9796
REGION,SLEHYDMSP00X,SLEREN,2032.0,-14.9796
REGION,SLEHYDMSP00X,SLEREN,2033.0,-14.9796
REGION,SLEHYDMSP00X,SLEREN,2034.0,-14.9796
REGION,SLEHYDMSP00X,SLEREN,2035.0,-14.9796
REGION,SLEHYDMSP00X,SLEREN,2036.0,-14.9796
REGION,SLEHYDMSP00X,SLEREN,2037.0,-14.9796
REGION,SLEHYDMSP00X,SLEREN,2038.0,-14.9796
REGION,SLEHYDMSP00X,SLEREN,2039.0,-14.9796
REGION,SLEHYDMSP00X,SLEREN,2040.0,-14.9796
REGION,SLEHYDSSP00X,SLECO2,2016.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2017.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2018.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2019.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2020.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2021.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2022.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2023.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2024.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2025.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2026.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2027.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2028.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2029.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2030.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2031.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2032.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2033.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2034.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2035.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2036.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2037.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2038.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2039.0,0.0
REGION,SLEHYDSSP00X,SLECO2,2040.0,0.0
REGION,SLEHYDSSP00X,SLEREN,2016.0,0.0
REGION,SLEHYDSSP00X,SLEREN,2017.0,0.0
REGION,SLEHYDSSP00X,SLEREN,2018.0,0.0
REGION,SLEHYDSSP00X,SLEREN,2019.0,0.0
REGION,SLEHYDSSP00X,SLEREN,2020.0,0.0
REGION,SLEHYDSSP00X,SLEREN,2021.0,-0.1611
REGION,SLEHYDSSP00X,SLEREN,2022.0,-0.1762
REGION,SLEHYDSSP00X,SLEREN,2023.0,-0.1614
REGION,SLEHYDSSP00X,SLEREN,2024.0,-0.1481
REGION,SLEHYDSSP00X,SLEREN,2025.0,-0.1362
REGION,SLEHYDSSP00X,SLEREN,2026.0,-0.1254
REGION,SLEHYDSSP00X,SLEREN,2027.0,-0.1155
REGION,SLEHYDSSP00X,SLEREN,2028.0,-0.1066
REGION,SLEHYDSSP00X,SLEREN,2029.0,-0.0983
REGION,SLEHYDSSP00X,SLEREN,2030.0,-0.0908
REGION,SLEHYDSSP00X,SLEREN,2031.0,-0.0908
REGION,SLEHYDSSP00X,SLEREN,2032.0,-0.0908
REGION,SLEHYDSSP00X,SLEREN,2033.0,-0.0908
REGION,SLEHYDSSP00X,SLEREN,2034.0,-0.0908
REGION,SLEHYDSSP00X,SLEREN,2035.0,-0.0908
REGION,SLEHYDSSP00X,SLEREN,2036.0,-0.0908
REGION,SLEHYDSSP00X,SLEREN,2037.0,-0.0908
REGION,SLEHYDSSP00X,SLEREN,2038.0,-0.0908
REGION,SLEHYDSSP00X,SLEREN,2039.0,-0.0908
REGION,SLEHYDSSP00X,SLEREN,2040.0,-0.0908
REGION,SLELFOMGRID1,SLECO2,2040.0,0.0
REGION,SLELFORCP00X,SLECO2,2016.0,0.0002
REGION,SLELFORCP00X,SLECO2,2017.0,0.0147
REGION,SLELFORCP00X,SLECO2,2023.0,0.0002
REGION,SLELFORCP00X,SLECO2,2024.0,0.0008
REGION,SLELFORCP00X,SLECO2,2025.0,0.0011
REGION,SLELFORCP00X,SLECO2,2026.0,0.0003
REGION,SLELFORCP00X,SLECO2,2040.0,0.0
REGION,SLELFORCP00X,SLEREN,2016.0,0.0
REGION,SLELFORCP00X,SLEREN,2017.0,0.0
REGION,SLELFORCP00X,SLEREN,2023.0,0.0011
REGION,SLELFORCP00X,SLEREN,2024.0,0.0043
REGION,SLELFORCP00X,SLEREN,2025.0,0.0058
REGION,SLELFORCP00X,SLEREN,2026.0,0.0014
REGION,SLELFORCP00X,SLEREN,2040.0,0.0
REGION,SLELFORCP01N,SLECO2,2040.0,0.0048
REGION,SLELFORCP01N,SLEREN,2040.0,0.0268
REGION,SLELFORCP01O,SLECO2,2015.0,0.0272
REGION,SLELFORCP01O,SLECO2,2016.0,0.0272
REGION,SLELFORCP01O,SLECO2,2017.0,0.0272
REGION,SLELFORCP01O,SLECO2,2018.0,0.0272
REGION,SLELFORCP01O,SLECO2,2019.0,0.0272
REGION,SLELFORCP01O,SLECO2,2020.0,0.0272
REGION,SLELFORCP01O,SLECO2,2021.0,0.0258
REGION,SLELFORCP01O,SLECO2,2022.0,0.0245
REGION,SLELFORCP01O,SLECO2,2023.0,0.0231
REGION,SLELFORCP01O,SLECO2,2024.0,0.0218
REGION,SLELFORCP01O,SLECO2,2025.0,0.0204
REGION,SLELFORCP01O,SLECO2,2026.0,0.019
REGION,SLELFORCP01O,SLECO2,2027.0,0.0177
REGION,SLELFORCP01O,SLECO2,2028.0,0.0163
REGION,SLELFORCP01O,SLECO2,2029.0,0.015
REGION,SLELFORCP01O,SLECO2,2030.0,0.0136
REGION,SLELFORCP01O,SLECO2,2031.0,0.0122
REGION,SLELFORCP01O,SLECO2,2032.0,0.0109
REGION,SLELFORCP01O,SLECO2,2033.0,0.0095
REGION,SLELFORCP01O,SLECO2,2034.0,0.0082
REGION,SLELFORCP01O,SLECO2,2035.0,0.0068
REGION,SLELFORCP01O,SLECO2,2036.0,0.0054
REGION,SLELFORCP01O,SLECO2,2037.0,0.0041
REGION,SLELFORCP01O,SLECO2,2038.0,0.0027
REGION,SLELFORCP01O,SLECO2,2039.0,0.0014
REGION,SLELFORCP01O,SLECO2,2040.0,0.0
REGION,SLELFORCP01O,SLEREN,2015.0,0.0
REGION,SLELFORCP01O,SLEREN,2016.0,0.0
REGION,SLELFORCP01O,SLEREN,2017.0,0.0
REGION,SLELFORCP01O,SLEREN,2018.0,0.0
REGION,SLELFORCP01O,SLEREN,2019.0,0.0
REGION,SLELFORCP01O,SLEREN,2020.0,0.0
REGION,SLELFORCP01O,SLEREN,2021.0,0.1431
REGION,SLELFORCP01O,SLEREN,2022.0,0.1356
REGION,SLELFORCP01O,SLEREN,2023.0,0.128
REGION,SLELFORCP01O,SLEREN,2024.0,0.1205
REGION,SLELFORCP01O,SLEREN,2025.0,0.113
REGION,SLELFORCP01O,SLEREN,2026.0,0.1054
REGION,SLELFORCP01O,SLEREN,2027.0,0.0979
REGION,SLELFORCP01O,SLEREN,2028.0,0.0904
REGION,SLELFORCP01O,SLEREN,2029.0,0.0829
REGION,SLELFORCP01O,SLEREN,2030.0,0.0753
REGION,SLELFORCP01O,SLEREN,2031.0,0.0678
REGION,SLELFORCP01O,SLEREN,2032.0,0.0603
REGION,SLELFORCP01O,SLEREN,2033.0,0.0527
REGION,SLELFORCP01O,SLEREN,2034.0,0.0452
REGION,SLELFORCP01O,SLEREN,2035.0,0.0377
REGION,SLELFORCP01O,SLEREN,2036.0,0.0301
REGION,SLELFORCP01O,SLEREN,2037.0,0.0226
REGION,SLELFORCP01O,SLEREN,2038.0,0.0151
REGION,SLELFORCP01O,SLEREN,2039.0,0.0075
REGION,SLELFORCP01O,SLEREN,2040.0,0.0
REGION,SLELFOSALON1,SLECO2,2040.0,0.0
REGION,SLENGACCC01N,SLECO2,2040.0,0.0
REGION,SLENGACCC01N,SLEREN,2040.0,0.0
REGION,SLENGACCP01N,SLECO2,2040.0,0.0
REGION,SLENGACCP01N,SLEREN,2040.0,0.0
REGION,SLENGACCP01O,SLECO2,2040.0,0.0
REGION,SLENGACCP01O,SLEREN,2040.0,0.0
REGION,SLENGAGCP01N,SLECO2,2040.0,0.0
REGION,SLENGAGCP01N,SLEREN,2040.0,0.0
REGION,SLENGAGCP01O,SLECO2,2040.0,0.0
REGION,SLENGAGCP01O,SLEREN,2040.0,0.0
REGION,SLESOLCNP01X,SLECO2,2040.0,0.0
REGION,SLESOLCNP01X,SLEREN,2040.0,0.0
REGION,SLESOLCSP01X,SLECO2,2040.0,0.0
REGION,SLESOLCSP01X,SLEREN,2040.0,0.0
REGION,SLESOLMGRID1,SLECO2,2040.0,0.0
REGION,SLESOLPRP00X,SLECO2,2017.0,0.0
REGION,SLESOLPRP00X,SLECO2,2018.0,0.0
REGION,SLESOLPRP00X,SLECO2,2019.0,0.0
REGION,SLESOLPRP00X,SLECO2,2020.0,0.0
REGION,SLESOLPRP00X,SLECO2,2021.0,0.0
REGION,SLESOLPRP00X,SLECO2,2022.0,0.0
REGION,SLESOLPRP00X,SLECO2,2023.0,0.0
REGION,SLESOLPRP00X,SLECO2,2024.0,0.0
REGION,SLESOLPRP00X,SLECO2,2025.0,0.0
REGION,SLESOLPRP00X,SLECO2,2026.0,0.0
REGION,SLESOLPRP00X,SLECO2,2027.0,0.0
REGION,SLESOLPRP00X,SLECO2,2028.0,0.0
REGION,SLESOLPRP00X,SLECO2,2029.0,0.0
REGION,SLESOLPRP00X,SLECO2,2030.0,0.0
REGION,SLESOLPRP00X,SLECO2,2031.0,0.0
REGION,SLESOLPRP00X,SLECO2,2032.0,0.0
REGION,SLESOLPRP00X,SLECO2,2033.0,0.0
REGION,SLESOLPRP00X,SLECO2,2034.0,0.0
REGION,SLESOLPRP00X,SLECO2,2035.0,0.0
REGION,SLESOLPRP00X,SLECO2,2036.0,0.0
REGION,SLESOLPRP00X,SLECO2,2039.0,0.0
REGION,SLESOLPRP00X,SLECO2,2040.0,0.0
REGION,SLESOLPRP00X,SLEREN,2017.0,0.0
REGION,SLESOLPRP00X,SLEREN,2018.0,0.0
REGION,SLESOLPRP00X,SLEREN,2019.0,0.0
REGION,SLESOLPRP00X,SLEREN,2020.0,0.0
REGION,SLESOLPRP00X,SLEREN,2021.0,-0.0131
REGION,SLESOLPRP00X,SLEREN,2022.0,-0.012
REGION,SLESOLPRP00X,SLEREN,2023.0,-0.011
REGION,SLESOLPRP00X,SLEREN,2024.0,-0.0101
REGION,SLESOLPRP00X,SLEREN,2025.0,-0.0093
REGION,SLESOLPRP00X,SLEREN,2026.0,-0.0085
REGION,SLESOLPRP00X,SLEREN,2027.0,-0.0079
REGION,SLESOLPRP00X,SLEREN,2028.0,-0.0072
REGION,SLESOLPRP00X,SLEREN,2029.0,-0.0067
REGION,SLESOLPRP00X,SLEREN,2030.0,-0.0049
REGION,SLESOLPRP00X,SLEREN,2031.0,-0.0036
REGION,SLESOLPRP00X,SLEREN,2032.0,-0.0062
REGION,SLESOLPRP00X,SLEREN,2033.0,-0.0062
REGION,SLESOLPRP00X,SLEREN,2034.0,-0.0062
REGION,SLESOLPRP00X,SLEREN,2035.0,-0.0062
REGION,SLESOLPRP00X,SLEREN,2036.0,-0.0062
REGION,SLESOLPRP00X,SLEREN,2039.0,-0.7134
REGION,SLESOLPRP00X,SLEREN,2040.0,-3.8902
REGION,SLESOLPRSAL1,SLECO2,2040.0,0.0
REGION,SLESOLPRSAL2,SLECO2,2040.0,0.0
REGION,SLESOLPRSAL3,SLECO2,2040.0,0.0
REGION,SLESOLPRSAL4,SLECO2,2040.0,0.0
REGION,SLESOLPRSAL5,SLECO2,2040.0,0.0
REGION,SLESOLPSP00X,SLECO2,2022.0,0.0
REGION,SLESOLPSP00X,SLECO2,2023.0,0.0
REGION,SLESOLPSP00X,SLECO2,2024.0,0.0
REGION,SLESOLPSP00X,SLECO2,2025.0,0.0
REGION,SLESOLPSP00X,SLECO2,2026.0,0.0
REGION,SLESOLPSP00X,SLECO2,2027.0,0.0
REGION,SLESOLPSP00X,SLECO2,2028.0,0.0
REGION,SLESOLPSP00X,SLECO2,2029.0,0.0
REGION,SLESOLPSP00X,SLECO2,2030.0,0.0
REGION,SLESOLPSP00X,SLECO2,2031.0,0.0
REGION,SLESOLPSP00X,SLECO2,2032.0,0.0
REGION,SLESOLPSP00X,SLECO2,2033.0,0.0
REGION,SLESOLPSP00X,SLECO2,2034.0,0.0
REGION,SLESOLPSP00X,SLECO2,2035.0,0.0
REGION,SLESOLPSP00X,SLECO2,2036.0,0.0
REGION,SLESOLPSP00X,SLECO2,2037.0,0.0
REGION,SLESOLPSP00X,SLECO2,2038.0,0.0
REGION,SLESOLPSP00X,SLECO2,2039.0,0.0
REGION,SLESOLPSP00X,SLECO2,2040.0,0.0
REGION,SLESOLPSP00X,SLEREN,2022.0,-0.2598
REGION,SLESOLPSP00X,SLEREN,2023.0,-0.2379
REGION,SLESOLPSP00X,SLEREN,2024.0,-0.2967
REGION,SLESOLPSP00X,SLEREN,2025.0,-0.3759
REGION,SLESOLPSP00X,SLEREN,2026.0,-0.9507
REGION,SLESOLPSP00X,SLEREN,2027.0,-1.4164
REGION,SLESOLPSP00X,SLEREN,2028.0,-2.1811
REGION,SLESOLPSP00X,SLEREN,2029.0,-2.5641
REGION,SLESOLPSP00X,SLEREN,2030.0,-3.4694
REGION,SLESOLPSP00X,SLEREN,2031.0,-4.0952
REGION,SLESOLPSP00X,SLEREN,2032.0,-5.239
REGION,SLESOLPSP00X,SLEREN,2033.0,-6.6382
REGION,SLESOLPSP00X,SLEREN,2034.0,-8.3137
REGION,SLESOLPSP00X,SLEREN,2035.0,-10.8867
REGION,SLESOLPSP00X,SLEREN,2036.0,-14.0503
REGION,SLESOLPSP00X,SLEREN,2037.0,-17.9095
REGION,SLESOLPSP00X,SLEREN,2038.0,-22.5718
REGION,SLESOLPSP00X,SLEREN,2039.0,-27.2342
REGION,SLESOLPSP00X,SLEREN,2040.0,-31.8965
REGION,SLESOLPUP00X,SLECO2,2037.0,0.0
