r,t,e,y,AnnualTechnologyEmission
REGION,CMRNGAGCP01N,CMRCO2,2037.0,0.0052
REGION,CMRNGAGCP01N,CMRCO2,2038.0,0.0052
REGION,CMRNGAGCP01N,CMRCO2,2039.0,0.0052
REGION,CMRNGAGCP01N,CMRCO2,2040.0,0.0014
REGION,CMRNGAGCP01N,CMRREN,2015.0,0.0
REGION,CMRNGAGCP01N,CMRREN,2016.0,0.0
REGION,CMRNGAGCP01N,CMRREN,2017.0,0.0
REGION,CMRNGAGCP01N,CMRREN,2018.0,0.0
REGION,CMRNGAGCP01N,CMRREN,2019.0,0.0
REGION,CMRNGAGCP01N,CMRREN,2033.0,0.0326
REGION,CMRNGAGCP01N,CMRREN,2034.0,0.0326
REGION,CMRNGAGCP01N,CMRREN,2035.0,0.0326
REGION,CMRNGAGCP01N,CMRREN,2036.0,0.0326
REGION,CMRNGAGCP01N,CMRREN,2037.0,0.0326
REGION,CMRNGAGCP01N,CMRREN,2038.0,0.0326
REGION,CMRNGAGCP01N,CMRREN,2039.0,0.0326
REGION,CMRNGAGCP01N,CMRREN,2040.0,0.0089
REGION,CMRNGAGCP01O,CMRCO2,2015.0,0.6074
REGION,CMRNGAGCP01O,CMRCO2,2016.0,0.6074
REGION,CMRNGAGCP01O,CMRCO2,2017.0,0.6074
REGION,CMRNGAGCP01O,CMRCO2,2018.0,0.6074
REGION,CMRNGAGCP01O,CMRCO2,2019.0,0.6074
REGION,CMRNGAGCP01O,CMRCO2,2020.0,0.1215
REGION,CMRNGAGCP01O,CMRCO2,2021.0,0.1154
REGION,CMRNGAGCP01O,CMRCO2,2022.0,0.1093
REGION,CMRNGAGCP01O,CMRCO2,2023.0,0.1033
REGION,CMRNGAGCP01O,CMRCO2,2024.0,0.0972
REGION,CMRNGAGCP01O,CMRCO2,2025.0,0.0911
REGION,CMRNGAGCP01O,CMRCO2,2026.0,0.085
REGION,CMRNGAGCP01O,CMRCO2,2027.0,0.079
REGION,CMRNGAGCP01O,CMRCO2,2028.0,0.0729
REGION,CMRNGAGCP01O,CMRCO2,2029.0,0.0668
REGION,CMRNGAGCP01O,CMRCO2,2030.0,0.0607
REGION,CMRNGAGCP01O,CMRCO2,2031.0,0.0547
REGION,CMRNGAGCP01O,CMRCO2,2032.0,0.0486
REGION,CMRNGAGCP01O,CMRCO2,2033.0,0.074
REGION,CMRNGAGCP01O,CMRCO2,2034.0,0.0634
REGION,CMRNGAGCP01O,CMRCO2,2035.0,0.0529
REGION,CMRNGAGCP01O,CMRCO2,2036.0,0.0423
REGION,CMRNGAGCP01O,CMRCO2,2037.0,0.0317
REGION,CMRNGAGCP01O,CMRCO2,2038.0,0.0211
REGION,CMRNGAGCP01O,CMRCO2,2039.0,0.0106
REGION,CMRNGAGCP01O,CMRCO2,2040.0,0.0
REGION,CMRNGAGCP01O,CMRREN,2015.0,0.0
REGION,CMRNGAGCP01O,CMRREN,2016.0,0.0
REGION,CMRNGAGCP01O,CMRREN,2017.0,0.0
REGION,CMRNGAGCP01O,CMRREN,2018.0,0.0
REGION,CMRNGAGCP01O,CMRREN,2019.0,0.0
REGION,CMRNGAGCP01O,CMRREN,2020.0,0.0
REGION,CMRNGAGCP01O,CMRREN,2021.0,0.7201
REGION,CMRNGAGCP01O,CMRREN,2022.0,0.6822
REGION,CMRNGAGCP01O,CMRREN,2023.0,0.6443
REGION,CMRNGAGCP01O,CMRREN,2024.0,0.6064
REGION,CMRNGAGCP01O,CMRREN,2025.0,0.5685
REGION,CMRNGAGCP01O,CMRREN,2026.0,0.5306
REGION,CMRNGAGCP01O,CMRREN,2027.0,0.4927
REGION,CMRNGAGCP01O,CMRREN,2028.0,0.4548
REGION,CMRNGAGCP01O,CMRREN,2029.0,0.4169
REGION,CMRNGAGCP01O,CMRREN,2030.0,0.379
REGION,CMRNGAGCP01O,CMRREN,2031.0,0.3411
REGION,CMRNGAGCP01O,CMRREN,2032.0,0.3032
REGION,CMRNGAGCP01O,CMRREN,2033.0,0.4618
REGION,CMRNGAGCP01O,CMRREN,2034.0,0.3959
REGION,CMRNGAGCP01O,CMRREN,2035.0,0.3299
REGION,CMRNGAGCP01O,CMRREN,2036.0,0.2639
REGION,CMRNGAGCP01O,CMRREN,2037.0,0.1979
REGION,CMRNGAGCP01O,CMRREN,2038.0,0.132
REGION,CMRNGAGCP01O,CMRREN,2039.0,0.066
REGION,CMRNGAGCP01O,CMRREN,2040.0,0.0
REGION,CMRSOLCNP01X,CMRCO2,2040.0,0.0
REGION,CMRSOLCNP01X,CMRREN,2040.0,0.0
REGION,CMRSOLCSP01X,CMRCO2,2040.0,0.0
REGION,CMRSOLCSP01X,CMRREN,2040.0,0.0
REGION,CMRSOLMGRID1,CMRCO2,2040.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2015.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2016.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2017.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2018.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2019.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2020.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2021.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2022.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2023.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2024.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2025.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2026.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2027.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2028.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2029.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2030.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2031.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2032.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2033.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2034.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2035.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2036.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2037.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2038.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2039.0,0.0
REGION,CMRSOLPRP00X,CMRCO2,2040.0,0.0
REGION,CMRSOLPRP00X,CMRREN,2015.0,0.0
REGION,CMRSOLPRP00X,CMRREN,2016.0,0.0
REGION,CMRSOLPRP00X,CMRREN,2017.0,0.0
REGION,CMRSOLPRP00X,CMRREN,2018.0,0.0
REGION,CMRSOLPRP00X,CMRREN,2019.0,0.0
REGION,CMRSOLPRP00X,CMRREN,2020.0,0.0
REGION,CMRSOLPRP00X,CMRREN,2021.0,-2.3708
REGION,CMRSOLPRP00X,CMRREN,2022.0,-1.1236
REGION,CMRSOLPRP00X,CMRREN,2023.0,-0.7089
REGION,CMRSOLPRP00X,CMRREN,2024.0,-0.5022
REGION,CMRSOLPRP00X,CMRREN,2025.0,-0.3788
REGION,CMRSOLPRP00X,CMRREN,2026.0,-0.297
REGION,CMRSOLPRP00X,CMRREN,2027.0,-0.239
REGION,CMRSOLPRP00X,CMRREN,2028.0,-0.1959
REGION,CMRSOLPRP00X,CMRREN,2029.0,-0.1626
REGION,CMRSOLPRP00X,CMRREN,2030.0,-1.8006
REGION,CMRSOLPRP00X,CMRREN,2031.0,-7.4212
REGION,CMRSOLPRP00X,CMRREN,2032.0,-11.9207
REGION,CMRSOLPRP00X,CMRREN,2033.0,-15.5554
REGION,CMRSOLPRP00X,CMRREN,2034.0,-17.0602
REGION,CMRSOLPRP00X,CMRREN,2035.0,-16.2673
REGION,CMRSOLPRP00X,CMRREN,2036.0,-18.8883
REGION,CMRSOLPRP00X,CMRREN,2037.0,-23.5176
REGION,CMRSOLPRP00X,CMRREN,2038.0,-29.5135
REGION,CMRSOLPRP00X,CMRREN,2039.0,-35.5353
REGION,CMRSOLPRP00X,CMRREN,2040.0,-41.2953
REGION,CMRSOLPRSAL1,CMRCO2,2040.0,0.0
REGION,CMRSOLPRSAL2,CMRCO2,2040.0,0.0
REGION,CMRSOLPRSAL3,CMRCO2,2040.0,0.0
REGION,CMRSOLPRSAL4,CMRCO2,2040.0,0.0
REGION,CMRSOLPRSAL5,CMRCO2,2040.0,0.0
REGION,CMRSOLPSP00X,CMRCO2,2040.0,0.0
REGION,CMRSOLPSP00X,CMRREN,2040.0,0.0
REGION,CMRSOLPUP00X,CMRCO2,2040.0,0.0
REGION,CMRSOLPUP00X,CMRREN,2040.0,0.0
REGION,CMRURNPWP01N,CMRCO2,2040.0,0.0
REGION,CMRURNPWP01N,CMRREN,2040.0,0.0
REGION,CMRURNPWP01O,CMRCO2,2040.0,0.0
REGION,CMRURNPWP01O,CMRREN,2040.0,0.0
REGION,CMRWINOFP00X,CMRCO2,2040.0,0.0
REGION,CMRWINOFP00X,CMRREN,2040.0,0.0
REGION,CMRWINONP00X,CMRCO2,2040.0,0.0
REGION,CMRWINONP00X,CMRREN,2040.0,0.0
REGION,CODBIOCHC01N,CODCO2,2040.0,0.0
REGION,CODBIOCHP01N,CODCO2,2040.0,0.0
REGION,CODBIOCHP01O,CODCO2,2040.0,0.0
REGION,CODCOASCC01N,CODCO2,2040.0,0.0
REGION,CODCOASCP01N,CODCO2,2026.0,1.9176
REGION,CODCOASCP01N,CODCO2,2027.0,2.6946
REGION,CODCOASCP01N,CODCO2,2028.0,4.7149
REGION,CODCOASCP01N,CODCO2,2029.0,4.7149
REGION,CODCOASCP01N,CODCO2,2030.0,5.3356
REGION,CODCOASCP01N,CODCO2,2031.0,5.4203
REGION,CODCOASCP01N,CODCO2,2032.0,6.7371
REGION,CODCOASCP01N,CODCO2,2033.0,8.6091
REGION,CODCOASCP01N,CODCO2,2034.0,10.4242
REGION,CODCOASCP01N,CODCO2,2035.0,11.6202
REGION,CODCOASCP01N,CODCO2,2036.0,13.3635
REGION,CODCOASCP01N,CODCO2,2037.0,14.7348
REGION,CODCOASCP01N,CODCO2,2038.0,14.7348
REGION,CODCOASCP01N,CODCO2,2039.0,16.2657
REGION,CODCOASCP01N,CODCO2,2040.0,18.0261
REGION,CODCOASCP01O,CODCO2,2040.0,0.0
REGION,CODGEOCVP01N,CODCO2,2040.0,0.0
REGION,CODGEOCVP01O,CODCO2,2040.0,0.0
REGION,CODHFOGCP01N,CODCO2,2040.0,0.0
REGION,CODHFOGCP01O,CODCO2,2015.0,0.0201
REGION,CODHFOGCP01O,CODCO2,2016.0,0.0201
REGION,CODHFOGCP01O,CODCO2,2017.0,0.0201
REGION,CODHFOGCP01O,CODCO2,2018.0,0.0201
REGION,CODHFOGCP01O,CODCO2,2019.0,0.0201
REGION,CODHFOGCP01O,CODCO2,2020.0,0.0201
REGION,CODHFOGCP01O,CODCO2,2021.0,0.0191
REGION,CODHFOGCP01O,CODCO2,2022.0,0.018
REGION,CODHFOGCP01O,CODCO2,2023.0,0.017
REGION,CODHFOGCP01O,CODCO2,2024.0,0.0334
REGION,CODHFOGCP01O,CODCO2,2025.0,0.0313
REGION,CODHFOGCP01O,CODCO2,2026.0,0.0292
REGION,CODHFOGCP01O,CODCO2,2027.0,0.0272
REGION,CODHFOGCP01O,CODCO2,2028.0,0.0251
REGION,CODHFOGCP01O,CODCO2,2029.0,0.023
REGION,CODHFOGCP01O,CODCO2,2030.0,0.0209
REGION,CODHFOGCP01O,CODCO2,2031.0,0.0188
REGION,CODHFOGCP01O,CODCO2,2032.0,0.0167
REGION,CODHFOGCP01O,CODCO2,2033.0,0.0146
REGION,CODHFOGCP01O,CODCO2,2034.0,0.0125
REGION,CODHFOGCP01O,CODCO2,2035.0,0.0104
REGION,CODHFOGCP01O,CODCO2,2036.0,0.0084
REGION,CODHFOGCP01O,CODCO2,2037.0,0.0047
REGION,CODHFOGCP01O,CODCO2,2038.0,0.0031
REGION,CODHFOGCP01O,CODCO2,2039.0,0.001
REGION,CODHFOGCP01O,CODCO2,2040.0,0.0
REGION,CODHYDLSP00X,CODCO2,2015.0,0.0097
REGION,CODHYDLSP00X,CODCO2,2016.0,0.0097
REGION,CODHYDLSP00X,CODCO2,2017.0,0.0097
REGION,CODHYDLSP00X,CODCO2,2018.0,0.0109
REGION,CODHYDLSP00X,CODCO2,2019.0,0.0109
REGION,CODHYDLSP00X,CODCO2,2020.0,0.0109
REGION,CODHYDLSP00X,CODCO2,2021.0,0.0109
REGION,CODHYDLSP00X,CODCO2,2022.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2023.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2024.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2025.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2026.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2027.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2028.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2029.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2030.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2031.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2032.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2033.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2034.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2035.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2036.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2037.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2038.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2039.0,0.0111
REGION,CODHYDLSP00X,CODCO2,2040.0,0.0111
REGION,CODHYDMSP00X,CODCO2,2015.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2016.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2017.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2018.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2019.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2020.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2021.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2022.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2023.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2024.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2025.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2026.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2027.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2028.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2029.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2030.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2031.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2032.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2033.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2034.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2035.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2036.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2037.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2038.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2039.0,0.0016
REGION,CODHYDMSP00X,CODCO2,2040.0,0.0016
REGION,CODHYDSSP00X,CODCO2,2015.0,0.0
REGION,CODHYDSSP00X,CODCO2,2016.0,0.0
REGION,CODHYDSSP00X,CODCO2,2017.0,0.0
REGION,CODHYDSSP00X,CODCO2,2018.0,0.0
REGION,CODHYDSSP00X,CODCO2,2019.0,0.0
REGION,CODHYDSSP00X,CODCO2,2020.0,0.0
REGION,CODHYDSSP00X,CODCO2,2021.0,0.0
REGION,CODHYDSSP00X,CODCO2,2022.0,0.0
REGION,CODHYDSSP00X,CODCO2,2023.0,0.0
REGION,CODHYDSSP00X,CODCO2,2024.0,0.0
REGION,CODHYDSSP00X,CODCO2,2025.0,0.0
REGION,CODHYDSSP00X,CODCO2,2026.0,0.0
REGION,CODHYDSSP00X,CODCO2,2027.0,0.0
REGION,CODHYDSSP00X,CODCO2,2028.0,0.0
REGION,CODHYDSSP00X,CODCO2,2029.0,0.0
REGION,CODHYDSSP00X,CODCO2,2030.0,0.0
REGION,CODHYDSSP00X,CODCO2,2031.0,0.0
REGION,CODHYDSSP00X,CODCO2,2032.0,0.0
REGION,CODHYDSSP00X,CODCO2,2033.0,0.0
REGION,CODHYDSSP00X,CODCO2,2034.0,0.0
REGION,CODHYDSSP00X,CODCO2,2035.0,0.0
REGION,CODHYDSSP00X,CODCO2,2036.0,0.0
REGION,CODHYDSSP00X,CODCO2,2037.0,0.0
REGION,CODHYDSSP00X,CODCO2,2038.0,0.0
REGION,CODHYDSSP00X,CODCO2,2039.0,0.0
REGION,CODHYDSSP00X,CODCO2,2040.0,0.0
REGION,CODLFOMGRID1,CODCO2,2040.0,0.0
REGION,CODLFORCP00X,CODCO2,2018.0,0.0114
REGION,CODLFORCP00X,CODCO2,2019.0,0.0075
REGION,CODLFORCP00X,CODCO2,2021.0,0.0111
REGION,CODLFORCP00X,CODCO2,2022.0,0.0111
REGION,CODLFORCP00X,CODCO2,2023.0,0.011
REGION,CODLFORCP00X,CODCO2,2024.0,0.011
REGION,CODLFORCP00X,CODCO2,2025.0,0.0054
REGION,CODLFORCP00X,CODCO2,2026.0,0.0109
REGION,CODLFORCP00X,CODCO2,2027.0,0.0108
REGION,CODLFORCP00X,CODCO2,2040.0,0.0
REGION,CODLFORCP01N,CODCO2,2040.0,0.0
REGION,CODLFORCP01O,CODCO2,2015.0,0.008
REGION,CODLFORCP01O,CODCO2,2016.0,0.008
REGION,CODLFORCP01O,CODCO2,2017.0,0.008
REGION,CODLFORCP01O,CODCO2,2018.0,0.008
REGION,CODLFORCP01O,CODCO2,2019.0,0.008
REGION,CODLFORCP01O,CODCO2,2020.0,0.008
REGION,CODLFORCP01O,CODCO2,2021.0,0.0076
REGION,CODLFORCP01O,CODCO2,2022.0,0.0072
REGION,CODLFORCP01O,CODCO2,2023.0,0.0068
REGION,CODLFORCP01O,CODCO2,2024.0,0.0064
REGION,CODLFORCP01O,CODCO2,2025.0,0.006
REGION,CODLFORCP01O,CODCO2,2026.0,0.0056
REGION,CODLFORCP01O,CODCO2,2027.0,0.0052
REGION,CODLFORCP01O,CODCO2,2028.0,0.0048
REGION,CODLFORCP01O,CODCO2,2029.0,0.0044
REGION,CODLFORCP01O,CODCO2,2030.0,0.004
REGION,CODLFORCP01O,CODCO2,2031.0,0.0036
REGION,CODLFORCP01O,CODCO2,2032.0,0.0032
REGION,CODLFORCP01O,CODCO2,2033.0,0.0028
REGION,CODLFORCP01O,CODCO2,2034.0,0.0024
REGION,CODLFORCP01O,CODCO2,2035.0,0.002
REGION,CODLFORCP01O,CODCO2,2036.0,0.0016
REGION,CODLFORCP01O,CODCO2,2037.0,0.0012
REGION,CODLFORCP01O,CODCO2,2038.0,0.0008
REGION,CODLFORCP01O,CODCO2,2039.0,0.0004
REGION,CODLFORCP01O,CODCO2,2040.0,0.0
REGION,CODLFOSALON1,CODCO2,2040.0,0.0
REGION,CODNGACCC01N,CODCO2,2040.0,0.0
REGION,CODNGACCP01N,CODCO2,2040.0,0.0
REGION,CODNGACCP01O,CODCO2,2040.0,0.0
REGION,CODNGAGCP01N,CODCO2,2040.0,0.0
REGION,CODNGAGCP01O,CODCO2,2015.0,0.0117
REGION,CODNGAGCP01O,CODCO2,2016.0,0.0117
REGION,CODNGAGCP01O,CODCO2,2017.0,0.0117
REGION,CODNGAGCP01O,CODCO2,2018.0,0.0117
REGION,CODNGAGCP01O,CODCO2,2019.0,0.0117
REGION,CODNGAGCP01O,CODCO2,2020.0,0.0117
REGION,CODNGAGCP01O,CODCO2,2021.0,0.0112
REGION,CODNGAGCP01O,CODCO2,2022.0,0.0106
REGION,CODNGAGCP01O,CODCO2,2023.0,0.01
REGION,CODNGAGCP01O,CODCO2,2024.0,0.0094
REGION,CODNGAGCP01O,CODCO2,2025.0,0.0088
REGION,CODNGAGCP01O,CODCO2,2026.0,0.0082
REGION,CODNGAGCP01O,CODCO2,2027.0,0.0076
REGION,CODNGAGCP01O,CODCO2,2028.0,0.007
REGION,CODNGAGCP01O,CODCO2,2029.0,0.0065
REGION,CODNGAGCP01O,CODCO2,2030.0,0.0059
REGION,CODNGAGCP01O,CODCO2,2031.0,0.0053
REGION,CODNGAGCP01O,CODCO2,2032.0,0.0047
REGION,CODNGAGCP01O,CODCO2,2033.0,0.0041
REGION,CODNGAGCP01O,CODCO2,2034.0,0.0035
REGION,CODNGAGCP01O,CODCO2,2035.0,0.0029
REGION,CODNGAGCP01O,CODCO2,2036.0,0.0023
REGION,CODNGAGCP01O,CODCO2,2037.0,0.0018
REGION,CODNGAGCP01O,CODCO2,2038.0,0.0012
REGION,CODNGAGCP01O,CODCO2,2039.0,0.0006
REGION,CODNGAGCP01O,CODCO2,2040.0,0.0
REGION,CODSOLCNP01X,CODCO2,2040.0,0.0
REGION,CODSOLCSP01X,CODCO2,2040.0,0.0
REGION,CODSOLMGRID1,CODCO2,2040.0,0.0
REGION,CODSOLPRP00X,CODCO2,2015.0,0.0
REGION,CODSOLPRP00X,CODCO2,2016.0,0.0
REGION,CODSOLPRP00X,CODCO2,2017.0,0.0
REGION,CODSOLPRP00X,CODCO2,2018.0,0.0
REGION,CODSOLPRP00X,CODCO2,2019.0,0.0
REGION,CODSOLPRP00X,CODCO2,2020.0,0.0
REGION,CODSOLPRP00X,CODCO2,2021.0,0.0
REGION,CODSOLPRP00X,CODCO2,2022.0,0.0
REGION,CODSOLPRP00X,CODCO2,2023.0,0.0
REGION,CODSOLPRP00X,CODCO2,2024.0,0.0
REGION,CODSOLPRP00X,CODCO2,2025.0,0.0
REGION,CODSOLPRP00X,CODCO2,2026.0,0.0
REGION,CODSOLPRP00X,CODCO2,2027.0,0.0
REGION,CODSOLPRP00X,CODCO2,2028.0,0.0
REGION,CODSOLPRP00X,CODCO2,2029.0,0.0
REGION,CODSOLPRP00X,CODCO2,2030.0,0.0
REGION,CODSOLPRP00X,CODCO2,2031.0,0.0
REGION,CODSOLPRP00X,CODCO2,2032.0,0.0
REGION,CODSOLPRP00X,CODCO2,2033.0,0.0
REGION,CODSOLPRP00X,CODCO2,2034.0,0.0
REGION,CODSOLPRP00X,CODCO2,2035.0,0.0
REGION,CODSOLPRP00X,CODCO2,2036.0,0.0
REGION,CODSOLPRP00X,CODCO2,2037.0,0.0
REGION,CODSOLPRP00X,CODCO2,2038.0,0.0
REGION,CODSOLPRP00X,CODCO2,2039.0,0.0
REGION,CODSOLPRP00X,CODCO2,2040.0,0.0
REGION,CODSOLPRSAL1,CODCO2,2040.0,0.0
REGION,CODSOLPRSAL2,CODCO2,2040.0,0.0
REGION,CODSOLPRSAL3,CODCO2,2040.0,0.0
REGION,CODSOLPRSAL4,CODCO2,2040.0,0.0
REGION,CODSOLPRSAL5,CODCO2,2040.0,0.0
REGION,CODSOLPSP00X,CODCO2,2040.0,0.0
REGION,CODSOLPUP00X,CODCO2,2040.0,0.0
REGION,CODURNPWP01N,CODCO2,2040.0,0.0
REGION,CODURNPWP01O,CODCO2,2040.0,0.0
REGION,CODWINOFP00X,CODCO2,2040.0,0.0
REGION,CODWINONP00X,CODCO2,2040.0,0.0
REGION,COGBIOCHC01N,COGCO2,2040.0,0.0
REGION,COGBIOCHP01N,COGCO2,2040.0,0.0
REGION,COGBIOCHP01O,COGCO2,2015.0,0.0011
REGION,COGBIOCHP01O,COGCO2,2016.0,0.0011
REGION,COGBIOCHP01O,COGCO2,2017.0,0.0011
REGION,COGBIOCHP01O,COGCO2,2018.0,0.0011
REGION,COGBIOCHP01O,COGCO2,2019.0,0.0011
REGION,COGBIOCHP01O,COGCO2,2020.0,0.0011
REGION,COGBIOCHP01O,COGCO2,2021.0,0.001
REGION,COGBIOCHP01O,COGCO2,2022.0,0.001
REGION,COGBIOCHP01O,COGCO2,2023.0,0.0009
REGION,COGBIOCHP01O,COGCO2,2024.0,0.0008
REGION,COGBIOCHP01O,COGCO2,2025.0,0.0005
REGION,COGBIOCHP01O,COGCO2,2026.0,0.0005
REGION,COGBIOCHP01O,COGCO2,2027.0,0.0004
REGION,COGBIOCHP01O,COGCO2,2028.0,0.0004
REGION,COGBIOCHP01O,COGCO2,2029.0,0.0003
REGION,COGBIOCHP01O,COGCO2,2030.0,0.0003
REGION,COGBIOCHP01O,COGCO2,2031.0,0.0002
REGION,COGBIOCHP01O,COGCO2,2032.0,0.0002
REGION,COGBIOCHP01O,COGCO2,2033.0,0.0001
REGION,COGBIOCHP01O,COGCO2,2034.0,0.0001
REGION,COGBIOCHP01O,COGCO2,2040.0,0.0
REGION,COGCOASCC01N,COGCO2,2040.0,0.0
REGION,COGCOASCP01N,COGCO2,2040.0,0.0
REGION,COGCOASCP01O,COGCO2,2040.0,0.0
REGION,COGHFOGCP01N,COGCO2,2040.0,0.0
REGION,COGHFOGCP01O,COGCO2,2015.0,0.0174
REGION,COGHFOGCP01O,COGCO2,2016.0,0.0869
REGION,COGHFOGCP01O,COGCO2,2017.0,0.0869
REGION,COGHFOGCP01O,COGCO2,2018.0,0.0869
REGION,COGHFOGCP01O,COGCO2,2019.0,0.0869
REGION,COGHFOGCP01O,COGCO2,2020.0,0.0869
REGION,COGHFOGCP01O,COGCO2,2021.0,0.0825
REGION,COGHFOGCP01O,COGCO2,2022.0,0.0782
REGION,COGHFOGCP01O,COGCO2,2023.0,0.0738
REGION,COGHFOGCP01O,COGCO2,2024.0,0.029
REGION,COGHFOGCP01O,COGCO2,2025.0,0.0272
REGION,COGHFOGCP01O,COGCO2,2026.0,0.0253
REGION,COGHFOGCP01O,COGCO2,2027.0,0.0235
REGION,COGHFOGCP01O,COGCO2,2028.0,0.0217
REGION,COGHFOGCP01O,COGCO2,2029.0,0.0199
REGION,COGHFOGCP01O,COGCO2,2030.0,0.0181
REGION,COGHFOGCP01O,COGCO2,2031.0,0.0163
REGION,COGHFOGCP01O,COGCO2,2032.0,0.0145
REGION,COGHFOGCP01O,COGCO2,2033.0,0.0127
REGION,COGHFOGCP01O,COGCO2,2034.0,0.0109
REGION,COGHFOGCP01O,COGCO2,2035.0,0.0091
REGION,COGHFOGCP01O,COGCO2,2036.0,0.0072
REGION,COGHFOGCP01O,COGCO2,2037.0,0.0041
REGION,COGHFOGCP01O,COGCO2,2038.0,0.0027
REGION,COGHFOGCP01O,COGCO2,2039.0,0.0009
REGION,COGHFOGCP01O,COGCO2,2040.0,0.0
REGION,COGHYDLSP00X,COGCO2,2015.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2016.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2017.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2018.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2019.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2020.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2021.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2022.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2023.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2024.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2025.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2026.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2027.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2028.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2029.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2030.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2031.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2032.0,0.0006
REGION,COGHYDLSP00X,COGCO2,2033.0,0.0006
